date,datetime,open,high,low,close,volume
2026-05-09 16:00:00+00:00,2026-05-09 16:00:00+00:00,80522.6,81449.0,80481.6,81413.4,1901.36765546
2026-05-10 16:00:00+00:00,2026-05-10 16:00:00+00:00,81414.5,82473.6,80280.1,81450.0,4950.22810542
2026-05-11 16:00:00+00:00,2026-05-11 16:00:00+00:00,81450.1,82134.9,80174.1,80331.0,8600.44121233
2026-05-12 16:00:00+00:00,2026-05-12 16:00:00+00:00,80331.0,81324.6,78812.0,78835.1,9081.4394508
2026-05-13 16:00:00+00:00,2026-05-13 16:00:00+00:00,78835.0,81330.5,78760.1,81292.0,6863.41372237
2026-05-14 16:00:00+00:00,2026-05-14 16:00:00+00:00,81292.1,82048.1,78650.0,79159.5,8044.47531343
2026-05-15 16:00:00+00:00,2026-05-15 16:00:00+00:00,79159.6,79572.8,77656.0,78237.1,4909.21157327
2026-05-16 16:00:00+00:00,2026-05-16 16:00:00+00:00,78237.2,78605.4,77704.0,78041.8,3267.30273161
2026-05-17 16:00:00+00:00,2026-05-17 16:00:00+00:00,78041.8,78487.6,76053.0,76416.1,9441.40024412
2026-05-18 16:00:00+00:00,2026-05-18 16:00:00+00:00,76416.1,77410.9,76143.7,76528.5,10852.263315
2026-05-19 16:00:00+00:00,2026-05-19 16:00:00+00:00,76529.2,77853.0,76413.6,77458.1,4417.04545747
2026-05-20 16:00:00+00:00,2026-05-20 16:00:00+00:00,77458.2,78200.0,76734.5,77262.8,5551.70504304
2026-05-21 16:00:00+00:00,2026-05-21 16:00:00+00:00,77262.8,78100.0,76571.5,76797.4,9109.36873243
2026-05-22 16:00:00+00:00,2026-05-22 16:00:00+00:00,76797.4,77099.9,74258.6,75521.6,5490.70977459
2026-05-23 16:00:00+00:00,2026-05-23 16:00:00+00:00,75521.6,77529.3,75367.7,76377.7,4034.54417349
2026-05-24 16:00:00+00:00,2026-05-24 16:00:00+00:00,76377.8,77906.8,76109.7,77629.0,3577.1394805
2026-05-25 16:00:00+00:00,2026-05-25 16:00:00+00:00,77629.0,78084.5,76267.3,76519.3,4704.5070919
2026-05-26 16:00:00+00:00,2026-05-26 16:00:00+00:00,76519.4,76720.1,74772.3,75335.3,5186.96030425
2026-05-27 16:00:00+00:00,2026-05-27 16:00:00+00:00,75335.4,75420.8,72584.1,72930.9,7410.30552373
2026-05-28 16:00:00+00:00,2026-05-28 16:00:00+00:00,72930.4,74195.6,72508.0,73805.7,5537.56920722
2026-05-29 16:00:00+00:00,2026-05-29 16:00:00+00:00,73804.4,74335.0,73185.0,73929.4,8152.278955
2026-05-30 16:00:00+00:00,2026-05-30 16:00:00+00:00,73929.5,74276.6,73508.4,73651.9,3597.63854862
2026-05-31 16:00:00+00:00,2026-05-31 16:00:00+00:00,73651.9,74210.9,71070.6,71130.6,6377.80128028
2026-06-01 16:00:00+00:00,2026-06-01 16:00:00+00:00,71130.6,71808.4,67082.0,67303.0,12978.23696447
2026-06-02 16:00:00+00:00,2026-06-02 16:00:00+00:00,67303.0,68141.0,65450.0,66077.1,10719.7313162
2026-06-03 16:00:00+00:00,2026-06-03 16:00:00+00:00,66077.1,66374.9,61365.0,63893.4,18365.21215995
2026-06-04 16:00:00+00:00,2026-06-04 16:00:00+00:00,63893.4,64160.0,60050.0,60430.7,14961.39491634
2026-06-05 16:00:00+00:00,2026-06-05 16:00:00+00:00,60430.7,61998.9,59111.2,60777.2,14828.51674602
2026-06-06 16:00:00+00:00,2026-06-06 16:00:00+00:00,60777.2,62961.2,60401.9,62099.2,6499.51662885
2026-06-07 16:00:00+00:00,2026-06-07 16:00:00+00:00,62100.0,64381.9,61185.0,63774.8,8608.67416607
2026-06-08 16:00:00+00:00,2026-06-08 16:00:00+00:00,63774.9,64046.6,61040.0,61131.3,7620.31922638
2026-06-09 16:00:00+00:00,2026-06-09 16:00:00+00:00,61130.9,62857.1,60687.2,62636.8,38722.5928498
2026-06-10 16:00:00+00:00,2026-06-10 16:00:00+00:00,62636.8,63260.0,61105.3,62754.7,8290.87907255
2026-06-11 16:00:00+00:00,2026-06-11 16:00:00+00:00,62754.8,64388.0,62342.3,63594.7,7315.14289153
2026-06-12 16:00:00+00:00,2026-06-12 16:00:00+00:00,63595.3,64345.0,63392.7,64305.5,3852.04155942
2026-06-13 16:00:00+00:00,2026-06-13 16:00:00+00:00,64305.5,64758.8,63868.0,64024.7,6367.04241786
2026-06-14 16:00:00+00:00,2026-06-14 16:00:00+00:00,64024.6,67300.0,63683.9,67293.6,14064.7344733
2026-06-15 16:00:00+00:00,2026-06-15 16:00:00+00:00,67293.7,67293.7,65366.0,65873.4,5058.00325699
2026-06-16 16:00:00+00:00,2026-06-16 16:00:00+00:00,65873.2,66245.0,64560.6,65752.3,4360.4278619
2026-06-17 16:00:00+00:00,2026-06-17 16:00:00+00:00,65752.3,66436.1,62291.0,62373.0,13942.14894542
